query,label
SELECT * FROM staff_directory WHERE official_user_id = 'OU003' OR employee_id = 'E4567';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT126';,anti_pattern_select_star
"SELECT Team ,  COUNT(*) FROM elimination GROUP BY Team",aggregation
SELECT name FROM airport WHERE name LIKE '%international%',conditional_select
SELECT T1.organisation_type FROM Organisations AS T1 JOIN Research_Staff AS T2 ON T1.organisation_id  =  T2.employer_organisation_id GROUP BY T1.organisation_type ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT * FROM events WHERE harmt = REVERSE(harmt);,anti_pattern_select_star
SELECT * FROM events WHERE harmt = 0 ORDER BY harmt ASC;,anti_pattern_select_star
SELECT T2.party_name FROM Member AS T1 JOIN party AS T2 ON T1.party_id  =  T2.party_id GROUP BY T1.party_id ORDER BY count(*) DESC LIMIT 1,aggregation
query,simple_select
"SELECT * FROM facility WHERE name LIKE 'S%' AND address1 LIKE '%street%';""",anti_pattern_select_star
SELECT Hosts FROM farm_competition WHERE Theme !=  'Aliens',conditional_select
"SELECT campus FROM campuses WHERE LOCATION  =  ""Chico""",conditional_select
"SELECT name ,  age FROM people WHERE is_male  =  'T' AND people_id NOT IN (SELECT male_id FROM wedding)",nested_query
"SELECT full_name, id FROM staff_directory ORDER BY full_name ASC;",simple_select
SELECT AVG(harm_level_id) AS avg_harm_level FROM event WHERE MONTH(created_at) = [month];,aggregation
"SELECT facility_id, COUNT(*) AS count FROM formsettings_summarytools GROUP BY facility_id ORDER BY count ASC;",aggregation
SELECT student_id FROM student_course_registrations UNION SELECT student_id FROM student_course_attendance,simple_select
"SELECT Ref_Shipping_Agents.shipping_agent_name , count(Documents.document_id) FROM Ref_Shipping_Agents JOIN Documents ON Documents.shipping_agent_code = Ref_Shipping_Agents.shipping_agent_code GROUP BY Ref_Shipping_Agents.shipping_agent_code ORDER BY count(Documents.document_id) DESC LIMIT 1;",aggregation
SELECT * FROM users WHERE roles_id = 'Role789' AND official_user_id = 'OU057';,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT183' OR asset_type_id = 'AT184';,anti_pattern_select_star
SELECT * FROM organizations WHERE trial_ends_at < '2023-12-31' OR date_created > '2023-01-01';,anti_pattern_select_star
SELECT * FROM pharmacies WHERE activate_at IS NOT NULL AND activated_by IS NULL;,anti_pattern_select_star
"SELECT updated_at, is_open FROM event WHERE id = 5;",conditional_select
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 145 DAY;,anti_pattern_select_star
"SELECT name ,  country FROM singer WHERE song_name LIKE '%Hey%'",conditional_select
SELECT * FROM staff_directory ORDER BY id DESC LIMIT 170;,anti_pattern_select_star
SELECT * FROM hazards ORDER BY updated_at DESC LIMIT 1;,anti_pattern_select_star
SELECT * FROM event WHERE created_at >= '2023-01-01' AND created_at <= '2023-12-31',anti_pattern_select_star
"belong to a specific organization, have a certain serial number, and were updated by a specific user, ordered by their updated dates in descending order.,SELECT * FROM assets WHERE asset_items_id = 123 AND organizations_id = 456 AND serial_number = 'XYZ' AND updated_by = 789 ORDER BY updated_at DESC;",anti_pattern_select_star
"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",simple_join
"SELECT * FROM organizations WHERE trial_ends_at = CONCAT(creation_date, updated_at) AND mission_statement IS NOT NULL;",anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT068' OR asset_type_id = 'AT069';,anti_pattern_select_star
"SELECT name, form_id FROM event_staff_roles WHERE facility_id = 'your_facility_id';",conditional_select
"SELECT * FROM assets WHERE asset_type_id IN ('AT001', 'AT002', 'AT003');",anti_pattern_select_star
SELECT DISTINCT category FROM products;,simple_select
"SELECT id ,  market_share FROM browser WHERE name  =  'Safari'",conditional_select
SELECT name FROM enzyme WHERE product != 'Heme',conditional_select
"SELECT T1.Festival_ID ,  T3.Festival_Name ,  COUNT(*) FROM nomination AS T1 JOIN artwork AS T2 ON T1.Artwork_ID  =  T2.Artwork_ID JOIN festival_detail AS T3 ON T1.Festival_ID  =  T3.Festival_ID GROUP BY T1.Festival_ID",aggregation
SELECT * FROM assets LIMIT 5;,anti_pattern_select_star
SELECT * FROM facilities WHERE trial_ends_at > '2023-10-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"SELECT count(DISTINCT PROF_NUM) FROM CLASS WHERE CRS_CODE  =  ""ACCT-211""",aggregation
"SELECT grant_id ,  count(*) FROM Documents GROUP BY grant_id ORDER BY count(*) DESC LIMIT 1",aggregation
SELECT sum(city_population) FROM district ORDER BY city_area DESC LIMIT 3,aggregation
SELECT Product_Type_Code FROM Products GROUP BY Product_Type_Code ORDER BY COUNT(*) DESC LIMIT 1,aggregation
"SELECT official_user_id, locum_full_name FROM staff_directory WHERE locum_full_name IS NOT NULL;",conditional_select
SELECT MAX(comment_date) AS latest_comment_date FROM comments;,aggregation
SELECT DISTINCT Visit_Date FROM VISITS,simple_select
SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID,simple_join
SELECT * FROM assets WHERE serial_number = 123456;,anti_pattern_select_star
SELECT name FROM city WHERE county_id IN (SELECT county_id FROM county_public_safety WHERE Crime_rate  <  100),nested_query
SELECT * FROM assets ORDER BY id DESC LIMIT 160,anti_pattern_select_star
"SELECT * FROM hazards WHERE updated_at >= DATE_SUB(CURDATE(), INTERVAL 6 MONTH);",anti_pattern_select_star
SELECT distinct(Famous_Release_date) FROM artist,simple_select
SELECT * FROM event WHERE harm_level_id = 'Death';,anti_pattern_select_star
"SELECT YEAR(sale_date) AS sales_year, SUM(profit) AS total_profit FROM sales GROUP BY YEAR(sale_date);",aggregation
"SELECT Denomination ,  COUNT(*) FROM school GROUP BY Denomination",aggregation
SELECT * FROM hazards WHERE name LIKE 'Safety%' AND description NOT ILIKE '%chemical%';,anti_pattern_select_star
SELECT * FROM staff_directory;,anti_pattern_select_star
"SELECT COUNT(*) FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""Metallica""",aggregation
"SELECT customer_name ,  customer_id FROM customers WHERE customer_address LIKE ""%TN%""",conditional_select
SELECT name FROM program ORDER BY launch DESC LIMIT 1,simple_select
"SELECT school_name ,  LOCATION ,  mascot FROM school",simple_select
"SELECT count(*) ,  t1.name FROM manufacturer AS t1 JOIN furniture_manufacte AS t2 ON t1.manufacturer_id  =  t2.manufacturer_id GROUP BY t1.manufacturer_id",aggregation
"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",aggregation
SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10,aggregation
"SELECT * FROM event WHERE event_type_id IN ('Incident', 'Near Miss');",anti_pattern_select_star
SELECT * FROM staff_directory WHERE updated_at = '2023-02-02';,anti_pattern_select_star
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-06';,anti_pattern_select_star
SELECT * FROM event_staff_roles WHERE name LIKE '%A%' OR name LIKE '%B%';,anti_pattern_select_star
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 7 DAY) AND city IN (SELECT city FROM organizations GROUP BY city HAVING COUNT(*) > 5);",anti_pattern_select_star
SELECT * FROM pharmacies WHERE activated_by >= NOW() - INTERVAL '1 month';,anti_pattern_select_star
"SELECT product_category_description FROM ref_product_categories WHERE product_category_code  =  ""Spices""",conditional_select
SELECT DISTINCT T1.player_name FROM Player AS T1 JOIN Player_Attributes AS T2 ON T1.player_api_id = T2.player_api_id WHERE T2.overall_rating  >  ( SELECT avg(overall_rating) FROM Player_Attributes ),aggregation
SELECT dorm_name FROM dorm WHERE student_capacity  >  300,conditional_select
"SELECT event_staff_roles.name, formssettings_summarytools.forms_id FROM event_staff_roles JOIN formssettings_summarytools ON event_staff_roles.forms_id = formssettings_summarytools.forms_id WHERE formssettings_summarytools.forms_id < 250",simple_join
SELECT T3.amenity_name FROM dorm AS T1 JOIN has_amenity AS T2 ON T1.dormid  =  T2.dormid JOIN dorm_amenity AS T3 ON T2.amenid  =  T3.amenid JOIN lives_in AS T4 ON T4.dormid  =  T1.dormid JOIN student AS T5 ON T5.stuid  =  T4.stuid WHERE T5.lname  =  'Smith',join_heavy
SELECT count(DISTINCT Name) FROM PHOTOS,aggregation
"SELECT 	booking_status_code ,  COUNT(*) FROM Apartment_Bookings GROUP BY booking_status_code",aggregation
SELECT * FROM assets WHERE pharmacies_id = 'Pharma14' OR pharmacies_id = 'Pharma15';,anti_pattern_select_star
"SELECT T2.id ,  T2.name FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1",aggregation
"SELECT sum(SurfaceArea) FROM country WHERE Region  =  ""Caribbean""",aggregation
SELECT * FROM event_staff_roles WHERE is_default = true AND forms_id IS NOT NULL AND facility_id IS NOT NULL;,anti_pattern_select_star
"SELECT avg(rating) ,  avg(resolution) FROM song WHERE languages  =  ""bangla""",aggregation
SELECT T1.Product_Name FROM Products AS T1 JOIN Products_in_Events AS T2 ON T1.Product_ID  =  T2.Product_ID GROUP BY T1.Product_Name HAVING COUNT(*)  >=  2,aggregation
SELECT * FROM staff_directory WHERE official_user_id = 'OU061' OR employee_id = 'E5678';,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE facility_id = 'your_facility_id' AND organization_id = 'your_organization_id';,anti_pattern_select_star
"SELECT invoice_number FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25""",conditional_select
"SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Lacey"" AND T3.staff_last_name = ""Bosco"" INTERSECT SELECT T2.product_name FROM problems AS T1 JOIN product AS T2 JOIN staff AS T3 ON T1.product_id = T2.product_id AND T1.reported_by_staff_id = T3.staff_id WHERE T3.staff_first_name = ""Kenton"" AND T3.staff_last_name = ""Champlin""",join_heavy
"SELECT avg(weight) ,  min(weight) ,  sex FROM people GROUP BY sex",aggregation
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT215';,anti_pattern_select_star
SELECT * FROM event_actions WHERE user_id = <user_id>;,anti_pattern_select_star
"SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",conditional_select
SELECT T2.name FROM advisor AS T1 JOIN instructor AS T2 ON T1.i_id  =  T2.id JOIN student AS T3 ON T1.s_id  =  T3.id ORDER BY T3.tot_cred DESC LIMIT 1,join_heavy
"SELECT T1.Service_Type_Description , T1.Service_Type_Code FROM Ref_Service_Types AS T1 JOIN Services AS T2 ON T1.Service_Type_Code  =  T2.Service_Type_Code GROUP BY T1.Service_Type_Code ORDER BY COUNT(*) DESC LIMIT 1",aggregation
"SELECT T1.booking_start_date ,  T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.bedroom_count  >  2",simple_join
"SELECT YEAR(sales_date) AS year, SUM(amount) AS total_sales FROM sales GROUP BY year;",aggregation
"SELECT * FROM users WHERE updated_at >= DATE_SUB(CURDATE(), INTERVAL 7 DAY);",anti_pattern_select_star
SELECT * FROM pharmacies WHERE updated_at >= NOW() - INTERVAL '7 days';,anti_pattern_select_star
"SELECT name ,  trade_name FROM medicine EXCEPT SELECT T1.name ,  T1.trade_name FROM medicine AS T1 JOIN medicine_enzyme_interaction AS T2 ON T2.medicine_id  =  T1.id JOIN enzyme AS T3 ON T3.id  =  T2.enzyme_id WHERE T3.product  =  'Protoporphyrinogen IX'",join_heavy
SELECT * FROM assets WHERE asset_type_id = 'AT219' OR asset_type_id = 'AT220';,anti_pattern_select_star
"SELECT full_name, employee_id FROM staff_directory;",simple_select
SELECT * FROM hazards WHERE created_at = '2023-01-01';,anti_pattern_select_star
"SELECT line_1 ,  line_2 FROM addresses",simple_select
SELECT * FROM event_staff_roles ORDER BY order;,anti_pattern_select_star
SELECT first_name FROM people ORDER BY first_name,simple_select
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 7 DAY) AND city LIKE 'L%';",anti_pattern_select_star
SELECT * FROM events WHERE reporters_id = '987' AND date_created IS NOT NULL AND updated_by IS NOT NULL AND harmt IS NOT NULL;,anti_pattern_select_star
"SELECT sum(total) FROM invoices WHERE billing_city  =  ""Chicago"" AND billing_state  =  ""IL"";",aggregation
"SELECT T2.year FROM city AS T1 JOIN hosting_city AS T2 ON T1.city_id  =  T2.host_city WHERE T1.city  =  ""Taizhou ( Zhejiang )""",simple_join
SELECT LOCATION FROM station GROUP BY LOCATION ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT * FROM users WHERE date_created >= CURDATE() - INTERVAL 7 DAY;,anti_pattern_select_star
SELECT * FROM events WHERE events_type_id = 1;,anti_pattern_select_star
"SELECT * FROM orders WHERE order_date BETWEEN '2023-08-01' AND '2023-10-31' AND MONTH(order_date) = MONTH(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND payment_method = '<payment_method>' AND order_status = '<order_status>' AND order_amount BETWEEN 200 AND 500;",anti_pattern_select_star
SELECT MAX(amount) AS highest_sales_amount FROM transactions;,aggregation
SELECT T1.name FROM student AS T1 JOIN takes AS T2 ON T1.id  =  T2.id WHERE T2.course_id IN (SELECT T4.prereq_id FROM course AS T3 JOIN prereq AS T4 ON T3.course_id  =  T4.course_id WHERE T3.title  =  'International Finance'),join_heavy
SELECT t1.organization_name FROM organizations AS t1 JOIN organization_contact_individuals AS t2 ON t1.organization_id  =  t2.organization_id GROUP BY t1.organization_name ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT * FROM event_staff_roles WHERE forms_id = '789' AND facility_id = '654';,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT062' OR asset_type_id = 'AT063';,anti_pattern_select_star
SELECT full_name FROM staff_directory WHERE fixed <> TRUE;,conditional_select
SELECT * FROM users WHERE profiles_id = 'P041' OR type = 'Manager';,anti_pattern_select_star
"SELECT AVG(count) AS average_count FROM (SELECT facility_id, COUNT(*) AS count FROM formsettings_summarytools GROUP BY facility_id) AS subquery;",aggregation
"SELECT College FROM match_season WHERE POSITION  =  ""Midfielder"" INTERSECT SELECT College FROM match_season WHERE POSITION  =  ""Defender""",conditional_select
SELECT T2.Name FROM party_host AS T1 JOIN HOST AS T2 ON T1.Host_ID  =  T2.Host_ID JOIN party AS T3 ON T1.Party_ID  =  T3.Party_ID WHERE T3.Number_of_hosts  >  20,join_heavy
SELECT country FROM competition WHERE competition_type  =  'Tournament' GROUP BY country ORDER BY count(*) DESC LIMIT 1,aggregation
"SELECT campus FROM campuses WHERE LOCATION  =  ""Northridge"" AND county  =  ""Los Angeles"" UNION SELECT campus FROM campuses WHERE LOCATION  =  ""San Francisco"" AND county  =  ""San Francisco""",conditional_select
"SELECT title ,  director FROM movie WHERE YEAR  <=  2000 ORDER BY gross_worldwide DESC LIMIT 1",conditional_select
SELECT class_code FROM CLASS WHERE class_room  =  'KLR209',conditional_select
SELECT * FROM assets WHERE active = 1 AND organizations_id = 456;,anti_pattern_select_star
SELECT * FROM pharmacies WHERE LENGTH(activated_by) = (SELECT MIN(LENGTH(activated_by)) FROM pharmacies);,anti_pattern_select_star
"SELECT * FROM products WHERE price BETWEEN 25 AND 50 AND stock_quantity > 20;""",anti_pattern_select_star
SELECT * FROM event_actions;,anti_pattern_select_star
SELECT * FROM hazards WHERE pharmacies_id IS NOT NULL;,anti_pattern_select_star
SELECT * FROM staff_directory WHERE locum_full_name IS NULL;,anti_pattern_select_star
"SELECT name, order FROM event_staff_roles WHERE facility_id = 'your_facility_id';",conditional_select
SELECT * FROM event WHERE harm_level_id = 'Mild',anti_pattern_select_star
SELECT * FROM hazards WHERE description ILIKE '%fire%' OR description ILIKE '%explosion%';,anti_pattern_select_star
SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*)  >  2,aggregation
"created in the last 6 months, ordered by their names in ascending order, and limited to 10 rows.,SELECT * FROM hazards WHERE description LIKE '%safety%' AND created_at >= NOW() - INTERVAL 6 MONTHS ORDER BY name ASC LIMIT 10;",anti_pattern_select_star
"SELECT sf_id, profiles_id FROM users WHERE sf_id = 'your_sf_id' AND organization_id = 'your_organization_id';",conditional_select
SELECT SUM(total_amount) as revenue FROM sales WHERE sale_date >= '2023-02-28 15:45:00' AND sale_date <= '2023-02-28 20:45:00';,aggregation
"SELECT * FROM organizations WHERE city IN (SELECT DISTINCT city FROM organizations WHERE created_at >= DATE_SUB(CURDATE(), INTERVAL 30 DAY));",anti_pattern_select_star
SELECT policy_type_code FROM policies GROUP BY policy_type_code ORDER BY count(*) DESC LIMIT 1,aggregation
SELECT DISTINCT premises_type FROM premises,simple_select
"created by a specific user, and closed within the last week.,SELECT * FROM events WHERE is_open = 1 AND users_id = 123 AND date_closed >= NOW() - INTERVAL '7 days';",anti_pattern_select_star
"belong to a specific organization, have a specific asset type ID, and have a serial number starting with 'ABC'.,SELECT * FROM assets WHERE active = 1 AND organizations_id = 456 AND asset_type_id = 789 AND serial_number LIKE 'ABC%';",anti_pattern_select_star
SELECT * FROM formsettings_summarytools JOIN forms ON formsettings_summarytools.forms_id = forms.id JOIN events ON forms.id = events.assets_id JOIN staff_directory ON events.users_id = staff_directory.id WHERE staff_directory.pharmacies_id = 123;,anti_pattern_select_star
"SELECT apt_type_code ,  COUNT(*) FROM Apartments GROUP BY apt_type_code ORDER BY COUNT(*) ASC",aggregation
SELECT * FROM pharmacies WHERE EXTRACT(MONTH FROM activate_at) = EXTRACT(MONTH FROM CURRENT_DATE);,anti_pattern_select_star
SELECT Nationality FROM people GROUP BY Nationality HAVING COUNT(*)  >=  2,aggregation
SELECT * FROM assets WHERE pharmacies_id = 'Pharma30' OR pharmacies_id = 'Pharma31';,anti_pattern_select_star
"SELECT closed_at, id FROM event WHERE CONVERT_TZ(created_at, 'UTC', 'America/New_York') = NOW();",conditional_select
SELECT event_type FROM event WHERE created_at >= NOW() - INTERVAL 1 MONTH;,conditional_select
SELECT * FROM pharmacies WHERE activated_by = CURDATE(),anti_pattern_select_star
"SELECT T1.cost_of_treatment ,  T2.treatment_type_description FROM Treatments AS T1 JOIN treatment_types AS T2 ON T1.treatment_type_code  =  T2.treatment_type_code",simple_join
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 14 DAY) AND countries_id = <country_id> ORDER BY trial_ends_at;",anti_pattern_select_star
"SELECT Software_Platform ,  COUNT(*) FROM device GROUP BY Software_Platform",aggregation
"SELECT * FROM formsettings_summarytools WHERE forms_id IN (123, 456);",anti_pattern_select_star
"SELECT date_from ,  date_to FROM Project_Staff WHERE project_id IN( SELECT project_id FROM Project_Staff GROUP BY project_id ORDER BY count(*) DESC LIMIT 1 ) UNION SELECT date_from ,  date_to FROM Project_Staff WHERE role_code  =  'leader'",aggregation
SELECT * FROM hazards WHERE pharmacies_id = 12345 AND created_at BETWEEN '2023-01-01' AND '2023-02-02';,anti_pattern_select_star
SELECT * FROM assets WHERE pharmacies_id = 'Pharma12' OR pharmacies_id = 'Pharma13';,anti_pattern_select_star
SELECT * FROM products WHERE category_id = '9876';,anti_pattern_select_star
SELECT * FROM events WHERE is_open = true;,anti_pattern_select_star
SELECT count(*) FROM country WHERE country_id NOT IN ( SELECT country_id FROM roller_coaster WHERE LENGTH  >  3000 ),aggregation
"SELECT * FROM employees WHERE salary_increase_percentage > (SELECT AVG(salary_increase_percentage) FROM employees);""",anti_pattern_select_star
SELECT * FROM users WHERE profiles_id = 'P050' OR type = 'Manager';,anti_pattern_select_star
SELECT DISTINCT T2.firstname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  1,simple_join
"SELECT T2.Date_of_Birth FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID WHERE T1.Investor  =  ""Simon Woodroffe"" OR T1.Investor  =  ""Peter Jones""",simple_join
SELECT T1.service_type_code FROM services AS T1 JOIN EVENTS AS T2 ON T1.service_id  =  T2.service_id WHERE T2.event_details  =  'Success' INTERSECT SELECT T1.service_type_code FROM services AS T1 JOIN EVENTS AS T2 ON T1.service_id  =  T2.service_id WHERE T2.event_details  =  'Fail',join_heavy
"SELECT facility_id, MAX(updated_at) AS max_updated_date FROM formsettings_summarytools GROUP BY facility_id;",aggregation
"SELECT f.name, AVG(e.event_type_id) AS average_event_type_id FROM event e JOIN facility f ON e.facility_id = f.id GROUP BY f.name;",aggregation
SELECT * FROM pharmacies WHERE EXTRACT(MONTH FROM activate_at) = EXTRACT(MONTH FROM CURRENT_DATE);,anti_pattern_select_star
SELECT * FROM pharmacies WHERE EXTRACT(YEAR FROM activate_at) = EXTRACT(YEAR FROM CURRENT_DATE);,anti_pattern_select_star
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 30 DAY) ORDER BY trial_ends_at;",anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT025';,anti_pattern_select_star
"SELECT T3.Location ,  T2.Name FROM party_host AS T1 JOIN HOST AS T2 ON T1.Host_ID  =  T2.Host_ID JOIN party AS T3 ON T1.Party_ID  =  T3.Party_ID ORDER BY T2.Age",join_heavy
SELECT * FROM organizations WHERE created_at < '2023-01-01' OR created_at > '2023-12-31';,anti_pattern_select_star
SELECT * FROM form_settings_summary WHERE organization_id IN (SELECT organization_id FROM organizations WHERE facility_updated_at > tool_updated_at) AND updated_by = REVERSE(organization_name) AND tools_id IN (SELECT number FROM perfect_squares) AND organization_id IN (SELECT organization_id FROM partnerships WHERE institution_type = 'Academic') AND facility_passed_safety_inspection = true;,anti_pattern_select_star
"SELECT count(*) ,  T1.school_code FROM department AS T1 JOIN professor AS T2 ON T1.dept_code  =  T2.dept_code GROUP BY T1.school_code",aggregation
SELECT assets.* FROM assets LEFT JOIN assets_used_in ON assets.id = assets_used_in.asset_id GROUP BY assets.id HAVING COUNT(assets_used_in.id) >= 5;,aggregation
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT144';,anti_pattern_select_star
SELECT * FROM facilities WHERE trial_ends_at > '2025-04-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Michael Chang' INTERSECT SELECT T1.series_name ,  T1.country FROM TV_Channel AS T1 JOIN cartoon AS T2 ON T1.id = T2.Channel WHERE T2.directed_by  =  'Ben Jones'",join_heavy
SELECT * FROM assets WHERE asset_type_id = 'AT023' OR asset_type_id = 'AT024';,anti_pattern_select_star
"SELECT T2.customer_first_name ,  T2.customer_last_name ,  T1.customer_id FROM Accounts AS T1 JOIN Customers AS T2 ON T1.customer_id  =  T2.customer_id GROUP BY T1.customer_id ORDER BY count(*) ASC LIMIT 1",aggregation
"SELECT f.*, a.*, o.* FROM facilities f JOIN assets a ON f.asset_id = a.asset_id JOIN organizations o ON f.organization_id = o.organization_id;",join_heavy
SELECT * FROM event_actions WHERE date_created = '2023-01-01' AND date_done IS NULL;,anti_pattern_select_star
SELECT * FROM organizations WHERE trial_ends_at = CURDATE();,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE facility_id IN (SELECT facility_id FROM facilities WHERE city LIKE 'S%');,anti_pattern_select_star
SELECT * FROM events WHERE harmt = prescribers_id;,anti_pattern_select_star
SELECT * FROM  job_history AS T1 JOIN employees AS T2 ON T1.employee_id  =  T2.employee_id WHERE T2.salary  >=  12000,anti_pattern_select_star
SELECT * FROM assets LIMIT 125;,anti_pattern_select_star
SELECT * FROM users WHERE profiles_id = 'P081' OR type = 'Manager';,anti_pattern_select_star
"SELECT Name ,  Opening_Hours FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"" OR How_to_Get_There  =  ""walk""",conditional_select
"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;",aggregation
"SELECT product_description FROM products WHERE product_name  =  ""Chocolate""",conditional_select
"SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",aggregation
SELECT * FROM facilities WHERE trial_ends_at > '2025-09-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
SELECT * FROM event WHERE harm_level_id = 'Death',anti_pattern_select_star
SELECT * FROM hazards WHERE created_by = 123 AND name LIKE '%fire%';,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT150' OR asset_type_id = 'AT151';,anti_pattern_select_star
SELECT * FROM assets LIMIT 130,anti_pattern_select_star
SELECT * FROM staff_directory WHERE official_user_id = 'OU057' OR employee_id = 'E0123';,anti_pattern_select_star
"SELECT personal_name ,  family_name FROM Students ORDER BY family_name",simple_select
SELECT count(*) FROM train,aggregation
SELECT count(*) FROM employee AS T1 JOIN CLASS AS T2 ON T1.EMP_NUM  =  T2.PROF_NUM WHERE T1.EMP_LNAME  =  'Graztevski',aggregation
SELECT * FROM assets WHERE pharmacies_id = 'Pharma6' OR pharmacies_id = 'Pharma7';,anti_pattern_select_star
"created after a certain date, and belong to a specific event.,SELECT * FROM event_actions WHERE updated_by = 123 AND date_created > '2023-01-01' AND events_id = 456;",anti_pattern_select_star
"SELECT name, order FROM event_staff_roles WHERE facility_id = 'your_facility_id';",conditional_select
SELECT * FROM organizations WHERE created_at > '2023-01-01';,anti_pattern_select_star
SELECT product FROM product WHERE product != (SELECT max_page_size FROM product GROUP BY max_page_size ORDER BY count(*) DESC LIMIT 1),aggregation
"SELECT count(*) FROM Student_Tests_Taken WHERE test_result  =  ""Fail""",aggregation
SELECT * FROM users WHERE profiles_id = 'P085' OR type = 'Manager';,anti_pattern_select_star
SELECT * FROM organizations WHERE created_at > '2023-01-01' AND updated_at < '2023-06-30';,anti_pattern_select_star
"SELECT t2.unit_of_measure FROM products AS t1 JOIN ref_product_categories AS t2 ON t1.product_category_code  =  t2.product_category_code WHERE t1.product_name  =  ""cumin""",simple_join
"SELECT action_date, updated_by FROM event_actions WHERE action_date > CURRENT_DATE AND updated_by NOT IN ('Admin' 'Manager') ORDER BY action_date DESC LIMIT 100 OFFSET 20;",conditional_select
SELECT * FROM formsettings_summarytools WHERE tools_id = 2;,anti_pattern_select_star
"SELECT sender_id, YEAR(message_date) AS message_year, MONTH(message_date) AS message_month, COUNT(*) AS message_count FROM messages GROUP BY sender_id, YEAR(message_date), MONTH(message_date);",aggregation
"SELECT gender ,  count(*) FROM Customers GROUP BY gender",aggregation
SELECT full_name FROM staff_directory WHERE updated_at <> '2023-01-01';,conditional_select
"SELECT * FROM organizations WHERE trial_ends_at BETWEEN CURDATE() AND DATE_ADD(CURDATE(), INTERVAL 14 DAY) AND city = 'New York' ORDER BY trial_ends_at DESC;",anti_pattern_select_star
SELECT * FROM pharmacies WHERE activated_by = 'Pharmacist A';,anti_pattern_select_star
